disease_name,disease_id
spondylometaphyseal dysplasia Kozlowski type,DOID:0111554
Charcot-Marie-Tooth disease type 2A2B,DOID:0111557
steatocystoma multiplex,DOID:0111556
neurogenic scapuloperoneal syndrome Kaeser type,DOID:0111551
scalp-ear-nipple syndrome,DOID:0111550
spondyloepiphyseal dysplasia Maroteaux type,DOID:0111553
scapuloperoneal spinal muscular atrophy,DOID:0111552
Charcot-Marie-Tooth disease type 2EE,DOID:0111559
Charcot-Marie-Tooth disease type 2DD,DOID:0111558
seborrheic dermatitis,DOID:8741
Sertoli-Leydig cell tumor,DOID:2997
congenital afibrinogenemia,DOID:2236
focal epilepsy,DOID:2234
germ cell cancer,DOID:2994
factor XII deficiency,DOID:2231
hypertrichosis,DOID:420
hair disease,DOID:421
congenital structural myopathy,DOID:422
myopathy,DOID:423
aortic atherosclerosis,DOID:10230
muscular atrophy,DOID:767
Brown's tendon sheath syndrome,DOID:10235
neuroblastoma,DOID:769
retinoblastoma,DOID:768
bronchitis,DOID:6132
agranulocytosis,DOID:12987
Ritscher-Schinzel syndrome 1,DOID:0060571
Ritscher-Schinzel syndrome 2,DOID:0060572
von Willebrand's disease 1,DOID:0060573
von Willebrand's disease 2,DOID:0060574
3MC syndrome 1,DOID:0060575
3MC syndrome 2,DOID:0060576
3MC syndrome 3,DOID:0060577
Noonan syndrome 1,DOID:0060578
phacogenic glaucoma,DOID:12571
urethral obstruction,DOID:12577
posterior uveitis,DOID:12574
myoepithelial carcinoma,DOID:4838
sebaceous adenocarcinoma,DOID:4839
Prader-Willi syndrome,DOID:11983
morbid obesity,DOID:11981
plasma cell leukemia,DOID:9513
adenosquamous carcinoma,DOID:4830
hypertrophic cardiomyopathy,DOID:11984
argininosuccinic aciduria,DOID:14755
vascular type Ehlers-Danlos syndrome,DOID:14756
isovaleric acidemia,DOID:14753
ovarian clear cell adenocarcinoma,DOID:5304
muscular dystrophy-dystroglycanopathy type B1,DOID:0050588
inflammatory bowel disease,DOID:0050589
trichotillomania,DOID:0050587
congenital generalized lipodystrophy,DOID:0050585
hereditary lymphedema,DOID:0050580
brachydactyly,DOID:0050581
high grade glioma,DOID:3070
giant cell glioblastoma,DOID:3074
ITM2B-related cerebral amyloid angiopathy 2,DOID:0070030
large cell carcinoma,DOID:4552
Chediak-Higashi syndrome,DOID:2935
superficial basal cell carcinoma,DOID:4300
bone giant cell tumor,DOID:4305
lung large cell carcinoma,DOID:4556
autosomal dominant intellectual developmental disorder 5,DOID:0070035
familial febrile seizures 11,DOID:0111308
eclampsia,DOID:13593
generalized epilepsy with febrile seizures plus 9,DOID:0111301
generalized epilepsy with febrile seizures plus 1,DOID:0111302
familial febrile seizures 4,DOID:0111305
developmental and epileptic encephalopathy 1,DOID:0080468
Lynch syndrome,DOID:3883
neuronal ceroid lipofuscinosis 8 northern epilepsy variant,DOID:0110724
developmental and epileptic encephalopathy 34,DOID:0080460
developmental and epileptic encephalopathy 26,DOID:0080461
developmental and epileptic encephalopathy 7,DOID:0080462
developmental and epileptic encephalopathy 33,DOID:0080463
developmental and epileptic encephalopathy 53,DOID:0080464
developmental and epileptic encephalopathy 30,DOID:0080465
developmental and epileptic encephalopathy 2,DOID:0080467
Machado-Joseph disease,DOID:1440
ossifying fibromyxoid tumor,DOID:2685
neuronal ceroid lipofuscinosis 2,DOID:0110726
autosomal dominant cerebellar ataxia,DOID:1441
congenital disorder of glycosylation type IIe,DOID:0070257
interstitial lung disease,DOID:3082
chronic obstructive pulmonary disease,DOID:3083
cystic lymphangioma,DOID:3081
gingival overgrowth,DOID:3086
gingivitis,DOID:3087
severe pre-eclampsia,DOID:13129
spinocerebellar ataxia 46,DOID:0080288
osteoporosis,DOID:11476
toxic shock syndrome,DOID:14115
developmental and epileptic encephalopathy 57,DOID:0080284
developmental and epileptic encephalopathy 58,DOID:0080285
spinocerebellar ataxia 44,DOID:0080286
spinocerebellar ataxia 45,DOID:0080287
gingival fibromatosis 5,DOID:0080280
schizophrenia 19,DOID:0080281
developmental and epileptic encephalopathy 56,DOID:0080282
developmental and epileptic encephalopathy 55,DOID:0080283
X-linked recessive hypophosphatemic rickets,DOID:0080353
polyhydramnios,DOID:8488
retinal artery occlusion,DOID:8483
rheumatic myocarditis,DOID:8481
orofacial cleft 5,DOID:0080399
age related macular degeneration 6,DOID:0110018
amenorrhea,DOID:13938
facial paralysis,DOID:13934
Leber congenital amaurosis 5,DOID:0110215
cleft soft palate,DOID:0110214
Leber congenital amaurosis 17,DOID:0110217
Leber congenital amaurosis 11,DOID:0110216
Charcot-Marie-Tooth disease X-linked recessive 5,DOID:0110210
Charcot-Marie-Tooth disease X-linked recessive 4,DOID:0110212
Brugada syndrome 2,DOID:0110219
Brugada syndrome 1,DOID:0110218
poliomyelitis,DOID:4953
follicular adenoma,DOID:6204
familial temporal lobe epilepsy 1,DOID:0060748
methylmalonic acidemia cblB type,DOID:0060743
methylmalonic acidemia cblA type,DOID:0060742
methylmalonic acidemia due to transcobalamin receptor defect,DOID:0060741
methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,DOID:0060740
Duane-radial ray syndrome,DOID:0060747
basal laminar drusen,DOID:0060746
Doyne honeycomb retinal dystrophy,DOID:0060745
Pendred Syndrome,DOID:0060744
hypogonadotropic hypogonadism 10 with or without anosmia,DOID:0090089
hypogonadotropic hypogonadism 24 without anosmia,DOID:0090088
hypogonadotropic hypogonadism 14 with or without anosmia,DOID:0090087
hypogonadotropic hypogonadism 6 with or without anosmia,DOID:0090086
hypogonadotropic hypogonadism 9 with or without anosmia,DOID:0090085
hypogonadotropic hypogonadism 5 with or without anosmia,DOID:0090084
hypogonadotropic hypogonadism 2 with or without anosmia,DOID:0090083
hypogonadotropic hypogonadism 20 with or without anosmia,DOID:0090082
hypogonadotropic hypogonadism 22 with or without anosmia,DOID:0090081
hypogonadotropic hypogonadism 16 with or without anosmia,DOID:0090080
hepatic vascular disease,DOID:272
beta-ketothiolase deficiency,DOID:14723
dementia,DOID:1307
ventricular septal defect,DOID:1657
supratentorial cancer,DOID:1659
sick sinus syndrome,DOID:13884
disease by infectious agent,DOID:0050117
angioid streaks,DOID:13401
Leigh disease,DOID:3652
pyruvate carboxylase deficiency disease,DOID:3651
lactic acidosis,DOID:3650
sialuria,DOID:3659
impotence,DOID:1875
sexual dysfunction,DOID:1876
polycystic kidney disease 2,DOID:0110859
polycystic kidney disease 1,DOID:0110858
posterior polymorphous corneal dystrophy 3,DOID:0110857
posterior polymorphous corneal dystrophy 2,DOID:0110856
posterior polymorphous corneal dystrophy 1,DOID:0110855
rhizomelic chondrodysplasia punctata type 5,DOID:0110854
rhizomelic chondrodysplasia punctata type 3,DOID:0110853
rhizomelic chondrodysplasia punctata type 2,DOID:0110852
rhizomelic chondrodysplasia punctata type 1,DOID:0110851
xeroderma pigmentosum group B,DOID:0110850
chronic pulmonary heart disease,DOID:12326
skin cancer,DOID:4159
systolic heart failure,DOID:9651
dentinogenesis imperfecta,DOID:4154
rectal prolapse,DOID:9307
mechanical strabismus,DOID:9306
nephrosclerosis,DOID:11664
Patau syndrome,DOID:11665
laryngitis,DOID:3437
blue color blindness,DOID:11661
hypophosphatemic nephrolithiasis/osteoporosis 1,DOID:0080077
Neu-Laxova syndrome 1,DOID:0080076
Neu-Laxova syndrome 2,DOID:0080075
neural tube defect,DOID:0080074
spina bifida occulta,DOID:0080073
intestinal pseudo-obstruction,DOID:0080072
mucolipidosis III alpha/beta,DOID:0080071
mucolipidosis II alpha/beta,DOID:0080070
nonsyndromic congenital nail disorder 1,DOID:0080079
hypophosphatemic nephrolithiasis/osteoporosis 2,DOID:0080078
gnathodiaphyseal dysplasia,DOID:0111533
osteoglophonic dysplasia,DOID:0111532
bilateral optic nerve hypoplasia,DOID:0111531
linear nevus sebaceous syndrome,DOID:0111530
paroxysmal extreme pain disorder,DOID:0111537
Buschke-Ollendorff syndrome,DOID:0111536
progressive osseous heteroplasia,DOID:0111535
multicentric carpotarsal osteolysis syndrome,DOID:0111534
parastremmatic dwarfism,DOID:0111539
paramyotonia congenita of Von Eulenburg,DOID:0111538
anterior segment dysgenesis 8,DOID:0080613
anterior segment dysgenesis 7,DOID:0080612
anterior segment dysgenesis 6,DOID:0080611
anterior segment dysgenesis 5,DOID:0080610
nephroma,DOID:0080615
oculocutaneous albinism type VI,DOID:0080614
isolated elevated serum creatine phosphokinase levels,DOID:0111338
glycogen storage disease III,DOID:2748
glycogen storage disease Ia,DOID:2749
blood platelet disease,DOID:2218
Glanzmann's thrombasthenia,DOID:2219
factor VII deficiency,DOID:2215
factor V deficiency,DOID:2216
Bernard-Soulier syndrome,DOID:2217
glycogen storage disease V,DOID:2746
factor XIII deficiency,DOID:2211
hemorrhagic disease,DOID:2213
liver disease,DOID:409
mouth disease,DOID:403
congenital myasthenic syndrome 10,DOID:0110668
congenital myasthenic syndrome 14,DOID:0110669
congenital myasthenic syndrome 3C,DOID:0110664
congenital myasthenic syndrome 3B,DOID:0110665
congenital myasthenic syndrome 3A,DOID:0110666
congenital myasthenic syndrome 5,DOID:0110667
congenital myasthenic syndrome 12,DOID:0110660
congenital myasthenic syndrome 20,DOID:0110661
congenital myasthenic syndrome 1B,DOID:0110662
congenital myasthenic syndrome 1A,DOID:0110663
active peptic ulcer disease,DOID:749
adenomatoid tumor,DOID:746
congenital myopathy 1A,DOID:3529
cholelithiasis,DOID:10211
triple-receptor negative breast cancer,DOID:0060081
immune system cancer,DOID:0060083
cell type benign neoplasm,DOID:0060084
organ system benign neoplasm,DOID:0060085
female reproductive organ benign neoplasm,DOID:0060086
endocrine organ benign neoplasm,DOID:0060089
childhood fibrosarcoma,DOID:3520
Budd-Chiari syndrome,DOID:11512
nephrotic syndrome type 3,DOID:0080382
cerebral convexity meningioma,DOID:6114
retinal perforation,DOID:12514
retinal ischemia,DOID:12510
Lassa fever,DOID:9537
cerebrotendinous xanthomatosis,DOID:4810
benign familial neonatal epilepsy,DOID:14777
multiple myeloma,DOID:9538
intracranial berry aneurysm,DOID:0060228
Baraitser-Winter syndrome,DOID:0060229
lethal congenital contracture syndrome,DOID:0060558
lethal congenital contracture syndrome 1,DOID:0060559
Kufor-Rakeb syndrome,DOID:0060556
ataxia with oculomotor apraxia type 3,DOID:0060557
Adams-Oliver syndrome,DOID:0060227
Maffucci syndrome,DOID:0060221
ablepharon macrostomia syndrome,DOID:0060550
poikiloderma with neutropenia,DOID:0060551
monophasic synovial sarcoma,DOID:5495
biphasic synovial sarcoma,DOID:5492
myxoid liposarcoma,DOID:5363
focal epithelial hyperplasia,DOID:5362
Charcot-Marie-Tooth disease type 2A2A,DOID:0110155
eye degenerative disease,DOID:9799
inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 2,DOID:0111384
hereditary choroidal atrophy,DOID:9794
Charcot-Marie-Tooth disease type 2I,DOID:0110158
Charcot-Marie-Tooth disease type 2B,DOID:0110159
hereditary spastic paraplegia 55,DOID:0110807
autosomal dominant nonsyndromic deafness,DOID:0050564
autosomal recessive nonsyndromic deafness,DOID:0050565
X-linked nonsyndromic deafness,DOID:0050566
orofacial cleft,DOID:0050567
Walker-Warburg syndrome,DOID:0050560
Lennox-Gastaut syndrome,DOID:0050561
West syndrome,DOID:0050562
nonsyndromic deafness,DOID:0050563
spondylocostal dysostosis,DOID:0050568
Seckel syndrome,DOID:0050569
tonsillitis,DOID:10456
common cold,DOID:10459
cryoglobulinemia,DOID:2917
hypersensitivity reaction type IV disease,DOID:2916
immune system disease,DOID:2914
acute pancreatitis,DOID:2913
placental abruption,DOID:9667
apparent mineralocorticoid excess syndrome,DOID:4367
cervical cancer,DOID:4362
juvenile absence epilepsy 1,DOID:0111324
juvenile myoclonic epilepsy 10,DOID:0111325
idiopathic generalized epilepsy 8,DOID:0111322
idiopathic generalized epilepsy 9,DOID:0111323
pyridoxamine 5'-phosphate oxidase deficiency,DOID:0111329
developmental and epileptic encephalopathy 66,DOID:0080446
developmental and epileptic encephalopathy 43,DOID:0080447
developmental and epileptic encephalopathy 27,DOID:0080444
developmental and epileptic encephalopathy 13,DOID:0080445
developmental and epileptic encephalopathy 41,DOID:0080442
developmental and epileptic encephalopathy 21,DOID:0080443
developmental and epileptic encephalopathy 3,DOID:0080440
developmental and epileptic encephalopathy 49,DOID:0080441
developmental and epileptic encephalopathy 48,DOID:0080448
developmental and epileptic encephalopathy 16,DOID:0080449
cicatricial pemphigoid,DOID:11656
central nervous system germ cell tumor,DOID:4439
familial hemiplegic migraine 2,DOID:0111182
familial hemiplegic migraine 3,DOID:0111183
French Canadian Leigh disease,DOID:0111180
familial hemiplegic migraine 1,DOID:0111181
"myopathy, lactic acidosis, and sideroblastic anemia 2",DOID:0111186
distal muscular dystrophy with anterior tibial onset,
"myopathy, lactic acidosis, and sideroblastic anemia 1",DOID:0111185
myofibrillar myopathy 9,DOID:0111188
variegate porphyria,DOID:4346
seasonal affective disorder,DOID:0060167
von Hippel-Lindau disease,DOID:14175
central neurocytoma,DOID:14174
selective IgG deficiency disease,DOID:14176
Meckel syndrome 1,DOID:0070115
mesenchymal cell neoplasm,DOID:3350
thanatophoric dysplasia,DOID:13481
Proteus syndrome,DOID:13482
Niemann-Pick disease type C2,DOID:0070114
X-linked agammaglobulinemia,DOID:14179
amelogenesis imperfecta type 2A1,DOID:0110057
osteogenesis imperfecta type 8,DOID:0110336
amelogenesis imperfecta type 3A,DOID:0110055
amelogenesis imperfecta type 1A,DOID:0110054
amelogenesis imperfecta type 4,DOID:0110053
amelogenesis imperfecta type 1B,DOID:0110052
Alzheimer's disease 18,DOID:0110050
influenza,DOID:8469
osteogenesis imperfecta type 1,DOID:0110334
amelogenesis imperfecta type 1E,DOID:0110058
macular holes,DOID:7633
autoimmune thyroiditis,DOID:7188
pseudobulbar palsy,DOID:12680
Leber congenital amaurosis 7,DOID:0110333
hypophosphatasia,DOID:14213
dihydropyrimidine dehydrogenase deficiency,DOID:14218
renal tubular acidosis,DOID:14219
autosomal dominant nonsyndromic deafness 68,DOID:0110589
autosomal dominant nonsyndromic deafness 67,DOID:0110588
autosomal dominant nonsyndromic deafness 64,DOID:0110585
autosomal dominant nonsyndromic deafness 6,DOID:0110584
autosomal dominant nonsyndromic deafness 66,DOID:0110587
autosomal dominant nonsyndromic deafness 65,DOID:0110586
autosomal dominant nonsyndromic deafness 56,DOID:0110581
autosomal dominant limb-girdle muscular dystrophy,DOID:0110273
cataract 40,DOID:0110272
cataract 17 multiple types,DOID:0110270
autosomal recessive limb-girdle muscular dystrophy type 2C,DOID:0110277
autosomal recessive limb-girdle muscular dystrophy,DOID:0110274
autosomal recessive limb-girdle muscular dystrophy type 2E,DOID:0110279
autosomal recessive limb-girdle muscular dystrophy type 2D,DOID:0110278
X-linked juvenile retinoschisis 1,DOID:0060763
restrictive dermopathy,DOID:0060762
autosomal dominant Robinow syndrome 2,DOID:0060765
autosomal recessive Robinow syndrome,DOID:0060764
autosomal dominant Robinow syndrome 3,DOID:0060767
autosomal dominant Robinow syndrome 1,DOID:0060766
neuroma,DOID:2001
degeneration of macula and posterior pole,DOID:2007
preretinal fibrosis,DOID:2006
dilated cardiomyopathy 1W,DOID:0110446
pneumothorax,DOID:1673
cystitis,DOID:1679
monogenic disease,DOID:0050177
kidney cancer,DOID:263
hemangiopericytoma,DOID:264
pulmonary eosinophilia,DOID:9498
guanidinoacetate methyltransferase deficiency,DOID:0050799
cerebral creatine deficiency syndrome,DOID:0050798
peroxisomal acyl-CoA oxidase deficiency,DOID:0050797
cone dystrophy,DOID:0050795
multiple synostoses syndrome,DOID:0050794
short QT syndrome,DOID:0050793
multiple cutaneous and mucosal venous malformations,DOID:0050792
fibular hypoplasia and complex brachydactyly,DOID:0050790
McCune Albright syndrome,DOID:1858
intrahepatic cholestasis,DOID:1852
exocrine pancreatic insufficiency,DOID:13316
holoprosencephaly 3,DOID:0110875
holoprosencephaly 11,DOID:0110877
holoprosencephaly 7,DOID:0110876
congenital stationary night blindness 2A,DOID:0110871
congenital stationary night blindness 1A,DOID:0110870
holoprosencephaly 9,DOID:0110873
holoprosencephaly 2,DOID:0110872
holoprosencephaly 5,DOID:0110878
vitiligo,DOID:12306
benign familial infantile epilepsy,DOID:0060169
Rh isoimmunization,DOID:4175
inflammatory bowel disease 5,DOID:0110889
pulmonary emphysema,DOID:9675
oligodendroglioma,DOID:3181
autosomal recessive spinocerebellar ataxia 7,DOID:0080059
autosomal recessive spinocerebellar ataxia 14,DOID:0080058
achondrogenesis type IB,DOID:0080055
achondrogenesis type IA,DOID:0080054
autosomal recessive spinocerebellar ataxia 15,DOID:0080057
achondrogenesis type II,DOID:0080056
"acromesomelic dysplasia, Hunter-Thompson type",DOID:0080051
"acromesomelic dysplasia, Maroteaux type",DOID:0080050
Albright's hereditary osteodystrophy,DOID:0080053
"acromesomelic dysplasia, Grebe type",DOID:0080052
hypotrichosis 14,DOID:0080582
3-Methylcrotonyl-CoA carboxylase 2 deficiency,DOID:0080580
congenital myasthenic syndrome 22,DOID:0080587
Van Maldergem syndrome 2,DOID:0080586
Van Maldergem syndrome 1,DOID:0080585
autosomal dominant Wolfram syndrome,DOID:0080584
Klippel-Feil syndrome 1,DOID:0080589
agammaglobulinemia 5,DOID:0080588
bone sarcoma,DOID:0080639
Elsahy-Waters syndrome,DOID:0080631
developmental cardiac valvular defect,DOID:0080633
Fazio-Londe disease,DOID:0080632
optic disc anomalies with retinal and/or macular dystrophy,DOID:0080635
nanophthalmos,DOID:0080634
syndromic microphthalmia,DOID:0080636
chondrodysplasia punctata,DOID:2581
acatalasia,DOID:2582
agammaglobulinemia,DOID:2583
tic disorder,DOID:2769
muscle benign neoplasm,DOID:461
intramuscular hemangioma,DOID:468
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions  6,
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 5,DOID:0111518
